module,key,en,ko,ja,zh-Hant,th,id,fr,de,es,it,pt,tr,ru,ar
auth,expiry_error,We couldn't complete the check. Please try again.,확인을 완료하지 못했어요. 다시 시도해 주세요.,確認を完了できませんでした。もう一度お試しください。,無法完成確認，請再試一次。,เราไม่สามารถดำเนินการตรวจสอบให้เสร็จสิ้นได้ กรุณาลองอีกครั้ง,Kami tidak bisa menyelesaikan pemeriksaan. Silakan coba lagi.,Nous n'avons pas pu terminer la vérification. Veuillez réessayer.,Überprüfung konnte nicht abgeschlossen werden. Bitte erneut versuchen.,No pudimos completar la verificación. Inténtalo de nuevo.,Non siamo riusciti a completare il controllo. Riprova.,Não conseguimos concluir a verificação. Tente novamente.,Kontrolü tamamlayamadık. Lütfen tekrar deneyin.,Проверку завершить не удалось. Попробуйте снова.,لم نستطع إكمال التحقق. يرجى المحاولة مرة أخرى.
auth,# RFC-0006 B — B6 Background Return / Web↔App Move (silent/interstitial),,,,,,,,,,,,,,
auth,resume_interstitial_reauth,Just a moment — picking up right where you left off.,잠시 이어드릴게요.,少しお待ちください。すぐに続きます。,稍等一下，馬上為您繼續。,สักครู่ เราจะนำคุณกลับไปยังจุดที่คุณหยุด,Sebentar — melanjutkan tepat di tempat Anda berhenti.,Un instant — nous reprenons exactement là où vous vous êtes arrêté.,Einen Moment — wir machen genau da weiter wo Sie aufgehört haben.,Un momento — continuamos justo donde lo dejaste.,Un momento — riprendiamo esattamente da dove ti eri fermato.,Só um momento — continuamos de onde você parou.,Bir an — kaldığınız yerden devam ediyoruz.,Секунду — продолжаем с того места где вы остановились.,لحظة — نستأنف من حيث توقفت.
auth,resume_step_up_context,"To continue, one quick check.","{action}을 위해 한 번 더 확인할게요.","{action}のためにもう一度確認します。",繼續之前請先確認一次。,เพื่อดำเนินการต่อ ขอตรวจสอบอีกสักครู่,Untuk melanjutkan satu pemeriksaan singkat.,Pour continuer une rapide vérification.,Zum Fortfahren eine kurze Überprüfung.,Para continuar una comprobación rápida.,Per continuare un rapido controllo.,Para continuar uma verificação rápida.,Devam etmek için hızlı bir kontrol.,Для продолжения быстрая проверка.,للمتابعة فحص سريع واحد.
auth,resume_deeplink_handoff,Taking you to Ailom safely.,Ailom으로 안전하게 이어드릴게요.,Ailomへ安全につなぎます。,安全地帶您前往 Ailom。,กำลังนำคุณไปยัง Ailom อย่างปลอดภัย,Membawa Anda ke Ailom dengan aman.,Vous emmener vers Ailom en toute sécurité.,Sie werden sicher zu Ailom weitergeleitet.,Llevándote a Ailom de forma segura.,Portandoti ad Ailom in sicurezza.,Levando você ao Ailom com segurança.,Sizi güvenle Ailom'a götürüyoruz.,Безопасно переводим вас в Ailom.,نأخذك إلى Ailom بأمان.
auth,resume_error,We couldn't continue from where you left off. Please try again.,이어지지 않았어요. 다시 시도해 주세요.,続きを再開できませんでした。もう一度お試しください。,無法從上次中斷處繼續，請再試一次。,ไม่สามารถดำเนินการต่อจากจุดที่หยุดได้ กรุณาลองอีกครั้ง,Tidak bisa melanjutkan. Silakan coba lagi.,Nous n'avons pas pu reprendre là où vous vous êtes arrêté. Veuillez réessayer.,Konnte nicht weitermachen. Bitte erneut versuchen.,No pudimos continuar. Inténtalo de nuevo.,Non siamo riusciti a riprendere. Riprova.,Não conseguimos continuar de onde você parou. Tente novamente.,Kaldığınız yerden devam edemedik. Lütfen tekrar deneyin.,Не удалось продолжить с того места. Попробуйте снова.,لم نستطع المتابعة من حيث توقفت. يرجى المحاولة مرة أخرى.
auth,# RFC-0006 B — B7 Magic Link Return / Deeplink Failure / Reuse (edge-state cluster),,,,,,,,,,,,,,
auth,link_edge_deeplink_fail,"We couldn't open the app directly. Continue on the web, or open the app manually.",앱으로 바로 이어지지 않았어요. 웹에서 계속하거나 앱을 열어볼까요?,アプリに直接つながりませんでした。ウェブで続けるか、アプリを手動で開いてください。,無法直接開啟應用程式，請在網頁上繼續或手動開啟應用程式。,เราไม่สามารถเปิดแอปโดยตรงได้ ดำเนินการต่อบนเว็บหรือเปิดแอปด้วยตนเอง,Kami tidak bisa membuka aplikasi langsung. Lanjutkan di web atau buka aplikasi secara manual.,Nous n'avons pas pu ouvrir l'app directement. Continuez sur le web ou ouvrez l'app manuellement.,Die App konnte nicht direkt geöffnet werden. Weiter im Web oder App manuell öffnen.,No pudimos abrir la app directamente. Continúa en la web o abre la app manualmente.,Non siamo riusciti ad aprire l'app direttamente. Continua sul web o apri l'app manualmente.,Não conseguimos abrir o app diretamente. Continue na web ou abra o app manualmente.,Uygulamayı doğrudan açamadık. Web'de devam edin veya uygulamayı manuel olarak açın.,Не удалось открыть приложение напрямую. Продолжите в браузере или откройте приложение вручную.,لم نستطع فتح التطبيق مباشرة. تابع على الويب أو افتح التطبيق يدوياً.
auth,link_edge_trust_phrase_hint,"Check the trust phrase at the top of the email. If it's not there, verify in the app.","메일 상단의 '안심 문구'를 확인해 주세요.","メール上部の「安心フレーズ」を確認してください。","請確認郵件上方的「安心短語」。","ตรวจสอบวลีความไว้วางใจที่ด้านบนของอีเมล","Periksa frasa kepercayaan di bagian atas email.","Vérifiez la phrase de confiance en haut de l'e-mail.","Überprüfen Sie die Vertrauensphrase oben in der E-Mail.","Comprueba la frase de confianza en la parte superior del correo.","Controlla la frase di fiducia in cima all'email.","Verifique a frase de confiança no topo do e-mail.","E-postanın üstündeki güven ifadesini kontrol edin.","Проверьте доверенную фразу вверху письма.","تحقق من عبارة الأمان في أعلى البريد الإلكتروني."
auth,# RFC-0006 B — B8 Logout Tiers (3-tier: this device / all devices / protect all devices),,,,,,,,,,,,,,
auth,logout_current_label,Sign out of this device,이 기기에서 로그아웃,このデバイスからサインアウト,登出此裝置,ออกจากระบบอุปกรณ์นี้,Keluar dari perangkat ini,Se déconnecter de cet appareil,Von diesem Gerät abmelden,Cerrar sesión en este dispositivo,Esci da questo dispositivo,Sair deste dispositivo,Bu cihazdan çıkış yap,Выйти с этого устройства,تسجيل الخروج من هذا الجهاز
auth,logout_current_confirm,"Sign out of this device? Your other apps stay connected.","이 기기에서 나갈까요? 다른 앱은 그대로 유지돼요.","このデバイスからサインアウトしますか？他のアプリはそのまま維持されます。","要登出此裝置嗎？其他應用程式仍保持連線。","ออกจากระบบอุปกรณ์นี้ใช่ไหม? แอปอื่นๆ ยังคงเชื่อมต่ออยู่","Keluar dari perangkat ini? Aplikasi lain tetap terhubung.","Se déconnecter de cet appareil ? Vos autres apps restent connectées.","Von diesem Gerät abmelden? Ihre anderen Apps bleiben verbunden.","¿Cerrar sesión en este dispositivo? Tus otras apps siguen conectadas.","Uscire da questo dispositivo? Le altre app rimangono connesse.","Sair deste dispositivo? Seus outros apps permanecem conectados.","Bu cihazdan çıkış yap? Diğer uygulamalarınız bağlı kalmaya devam eder.","Выйти с этого устройства? Другие ваши приложения останутся подключёнными.","تسجيل الخروج من هذا الجهاز؟ تطبيقاتك الأخرى لا تزال متصلة."
auth,logout_all_device_label,Sign out of all devices,모든 기기에서 로그아웃,すべてのデバイスからサインアウト,登出所有裝置,ออกจากระบบทุกอุปกรณ์,Keluar dari semua perangkat,Se déconnecter de tous les appareils,Von allen Geräten abmelden,Cerrar sesión en todos los dispositivos,Esci da tutti i dispositivi,Sair de todos os dispositivos,Tüm cihazlardan çıkış yap,Выйти со всех устройств,تسجيل الخروج من جميع الأجهزة
auth,logout_all_device_confirm,"You'll be signed out of all devices. We'll check once more to keep things safe.","연결된 모든 기기에서 나가요. 안전을 위해 한 번 더 확인할게요.","接続されたすべてのデバイスからサインアウトします。安全のためもう一度確認します。","將從所有裝置登出，為了安全我們將再確認一次。","คุณจะออกจากระบบทุกอุปกรณ์ เราจะตรวจสอบอีกครั้งเพื่อความปลอดภัย","Anda akan keluar dari semua perangkat. Kami akan memeriksa sekali lagi untuk keamanan.","Vous serez déconnecté de tous les appareils. Nous vérifierons encore une fois pour votre sécurité.","Sie werden von allen Geräten abgemeldet. Wir prüfen noch einmal für Ihre Sicherheit.","Cerrarás sesión en todos los dispositivos. Comprobaremos una vez más para mantenerlo seguro.","Sarai disconnesso da tutti i dispositivi. Verificheremo ancora una volta per sicurezza.","Você sairá de todos os dispositivos. Verificaremos mais uma vez para manter tudo seguro.","Tüm cihazlardan çıkış yapacaksınız. Güvenliğiniz için bir kez daha kontrol edeceğiz.","Вы выйдете со всех устройств. Мы проверим ещё раз для безопасности.","ستُسجَّل خارج جميع أجهزتك. سنتحقق مرة أخرى للحفاظ على سلامتك."
auth,logout_emergency_label,Protect all devices,모든 기기 보호하기,すべてのデバイスを保護する,保護所有裝置,ปกป้องทุกอุปกรณ์,Lindungi semua perangkat,Protéger tous les appareils,Alle Geräte schützen,Proteger todos los dispositivos,Proteggi tutti i dispositivi,Proteger todos os dispositivos,Tüm cihazları koru,Защитить все устройства,حماية جميع الأجهزة
